"goingout","gender","age","country","state","X100grandbar","maryjanes","blackjacks","bonkers","bottlecaps","butterfinger","cadburycremeeggs","candycorn","caramellos","chickosticks","chiclets","coffeecrisp","dots","googooclusters","goodplenty","gummybears","heathbar","hersheysdarkchocolate","hersheysmilkchocolate","hersheyskisses","jollyranchers","almondjoy","juniormints","kinderhappyhippo","kitkat","laffytaffy","lemonhead","redlicorice","blacklicorice","lindttruffle","lollipops","mars","maynards","mikeike","milkduds","milkyway","mms","peanutbuttermms","hersheysmintkisses","mrgoodbar","neccowafers","nerds","crunchbar","nowlater","peeps","pixiesticks","reesespeanutbuttercup","reesespieces","reggiejacksonbar","rolos","skittles","americansmarties","europeansmarties","snickers","sourpatchkids","starburst","sweettarts","swedishfish","sweetumsafriendtodiabetes","take5","tictacs","X3musketeers","tolberone","trailmix","twix","yorkpeppermintpatties"
"No","Male",72,"USA","CT","JOY","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","MEH","JOY","MEH","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH"
"No","Male",48,"USA","CALIFORNIA","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","JOY","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH"
"No","Other",45,"USA","MD","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Female",56,"USA","AZ","JOY","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR"
"No","Female",38,"CANADA","ON","JOY","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY"
"No","Female",54,"USA","CA","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH"
"No","Male",47,"USA","MN","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","JOY","MEH","JOY","MEH","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY"
"No","Male",39,"USA","CA","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","MEH","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY"
"No","Male",58,"USA","OR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR"
"Yes","Male",NA,"USA","WA","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","MEH","JOY","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","MEH"
"Yes","Male",45,"CANADA","ON","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","JOY","MEH","JOY","MEH"
"No","Male",31,"USA","NY","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","JOY","MEH","JOY","JOY","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY"
"No","Female",25,"USA","SC","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY"
"No","OptOut",50,"USA","TX","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","JOY"
"No","OptOut",99,"USA","NY","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH"
"No","Female",33,"USA","NY","MEH","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY"
"No","Female",44,"USA","CALIFORNIA","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","DESPAIR","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH"
"No","Male",50,"USA","MA","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","MEH","JOY","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY"
"No","Male",46,"USA","RI","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","JOY","JOY"
"No","Male",48,"USA","NY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","JOY","DESPAIR","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY"
"No","Male",53,"USA","WA","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","DESPAIR","MEH","JOY","JOY","MEH","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","JOY","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","MEH","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",35,"CANADA","NL","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","DESPAIR","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","JOY"
"No","Male",48,"USA","TX","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY"
"Yes","Male",44,"USA","VA","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","MEH","MEH","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",45,"USA","RI","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR"
"No","Male",43,"USA","FL","JOY","MEH","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","JOY","JOY","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR"
"No","Female",29,"USA","UT","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR"
"No","Male",63,"USA","WI","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","MEH","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH"
"No","Female",50,"USA","MS","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","MEH"
"No","Female",51,"USA","NY","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"","Male",44,"USA","MN","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH"
"No","Male",NA,"","","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY"
"No","Male",39,"USA","VA","JOY","MEH","MEH","MEH","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","JOY","JOY"
"","Male",36,"USA","WA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","DESPAIR","MEH","JOY"
"No","Female",52,"USA","VA","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH"
"No","Female",48,"USA","OH","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY"
"No","Male",31,"UK","MANCHESTER","MEH","MEH","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY"
"","OptOut",12,"CASCADIA","OR","JOY","DESPAIR","MEH","JOY","DESPAIR","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","MEH","MEH"
"No","Female",66,"USA","IN","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY","JOY","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","MEH"
"Yes","OptOut",60,"USA","NY","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","JOY","JOY"
